var_id_hex,var_id_dec,name,kind,domain,confidence,description
0x1006E,65646,VAR_朱诺_SHARED_1006E,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x1006F,65647,VAR_朱诺_SHARED_1006F,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x10072,65650,VAR_朱诺_SHARED_10072,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x10078,65656,VAR_伊拉锐_SHARED_10078,Value,ABILITY_STATE,low,"[sync] 伊拉锐: 桎梏灼日, 烈日冲击 per_ability"
0x10096,65686,VAR_地壳震击_10096,Value,ABILITY_STATE,low,[sync] 探奇/地壳震击 @ 技能 3 per_ability
0x10098,65688,VAR_探奇_SHARED_10098,Unknown,UNCLASSIFIED,low,[sync] 探奇:  multi_hero_shared
0x1009B,65691,VAR_脉冲星飞雷_1009B,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x100AA,65706,VAR_狂跃_100AA,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x100BC,65724,VAR_烈日冲击_100BC,Value,ABILITY_STATE,low,[sync] 伊拉锐/烈日冲击 @ 技能 1 per_ability
0x100C7,65735,VAR_朱诺_SHARED_100C7,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x100C9,65737,VAR_粒子屏障_100C9,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x100CA,65738,VAR_脉冲星飞雷_100CA,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x100CC,65740,VAR_脉冲星飞雷_100CC,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x100CE,65742,VAR_朱诺_SHARED_100CE,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x100D0,65744,VAR_查莉娅_SHARED_100D0,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x100D1,65745,VAR_滑翔推进_100D1,Value,ABILITY_STATE,low,[sync] 朱诺/滑翔推进 @ 技能 1 per_ability
0x100D2,65746,VAR_朱诺_SHARED_100D2,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x100D9,65753,VAR_超能环域_100D9,Value,ABILITY_STATE,low,[sync] 朱诺/超能环域 @ 技能 2 per_ability
0x100DA,65754,VAR_朱诺_SHARED_100DA,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x100DC,65756,VAR_轨道射线_100DC,Value,ABILITY_STATE,low,[sync] 朱诺/轨道射线 @ 技能 3 per_ability
0x100DD,65757,VAR_朱诺_SHARED_100DD,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x100EC,65772,VAR_养神泉_100EC,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x100F4,65780,VAR_惊涛破_100F4,Value,ABILITY_STATE,low,[sync] 无漾/惊涛破 @ 技能 3 per_ability
0x100F6,65782,VAR_查莉娅_SHARED_100F6,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x100FC,65788,VAR_查莉娅_SHARED_100FC,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x100FD,65789,VAR_查莉娅_SHARED_100FD,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x100FE,65790,VAR_查莉娅_SHARED_100FE,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10107,65799,VAR_战术翻滚_10107,Value,ABILITY_STATE,low,[sync] 卡西迪/战术翻滚 @ 技能 1 per_ability
0x1010A,65802,VAR_脉冲星飞雷_1010A,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x1010B,65803,VAR_脉冲星飞雷_1010B,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x1010C,65804,VAR_脉冲星飞雷_1010C,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x10110,65808,VAR_卡西迪_SHARED_10110,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x10113,65811,VAR_神射手_10113,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x10114,65812,VAR_神射手_10114,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x10115,65813,VAR_神射手_10115,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x10117,65815,VAR_切换模式_10117,Value,ABILITY_STATE,low,[sync] 堡垒/切换模式 @ 技能 1 per_ability
0x1011B,65819,VAR_神射手_1011B,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x1011C,65820,VAR_神射手_1011C,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x10121,65825,VAR_艾什_SHARED_10121,Unknown,UNCLASSIFIED,low,[sync] 艾什:  multi_hero_shared
0x10122,65826,VAR_艾什_SHARED_10122,Unknown,UNCLASSIFIED,low,[sync] 艾什:  multi_hero_shared
0x10125,65829,VAR_路霸_SHARED_10125,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x10126,65830,VAR_路霸_SHARED_10126,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x10136,65846,VAR_查莉娅_SHARED_10136,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10137,65847,VAR_查莉娅_SHARED_10137,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10138,65848,VAR_查莉娅_SHARED_10138,Unknown,UNCLASSIFIED,low,[sync_chase] 查莉娅:  multi_hero_shared
0x1013A,65850,VAR_查莉娅_SHARED_1013A,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1013B,65851,VAR_查莉娅_SHARED_1013B,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1013C,65852,VAR_查莉娅_SHARED_1013C,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1013D,65853,VAR_查莉娅_SHARED_1013D,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10146,65862,VAR_查莉娅_SHARED_10146,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10149,65865,VAR_查莉娅_SHARED_10149,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1014A,65866,VAR_查莉娅_SHARED_1014A,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1014B,65867,VAR_查莉娅_SHARED_1014B,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1014C,65868,VAR_查莉娅_SHARED_1014C,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10158,65880,VAR_呼吸器_10158,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x1015B,65883,VAR_呼吸器_1015B,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x1015D,65885,VAR_ENGINE_1015D,Value,UNCLASSIFIED,low,"[sync] 13 heroes, 2 loadouts engine_global"
0x10164,65892,VAR_诛_10164,Value,ABILITY_STATE,low,[sync] 拉玛刹/诛 @ 技能 3 per_ability
0x10166,65894,VAR_诛_10166,Value,ABILITY_STATE,low,[sync] 拉玛刹/诛 @ 技能 3 per_ability
0x10167,65895,VAR_拉玛刹_SHARED_10167,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x10188,65928,VAR_安娜_SHARED_10188,Unknown,UNCLASSIFIED,low,[sync] 安娜:  multi_hero_shared
0x1018A,65930,VAR_聚合射线_1018A,Value,ABILITY_STATE,low,[sync_writable] 莫伊拉/聚合射线 @ 技能 3 per_ability
0x10193,65939,VAR_探奇_SHARED_10193,Unknown,UNCLASSIFIED,low,[sync] 探奇:  multi_hero_shared
0x10194,65940,VAR_探奇_SHARED_10194,Unknown,UNCLASSIFIED,low,[sync] 探奇:  multi_hero_shared
0x10195,65941,VAR_黑百合_SHARED_10195,Unknown,UNCLASSIFIED,low,[sync] 黑百合:  multi_hero_shared
0x1019D,65949,VAR_脉冲星飞雷_1019D,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x1019E,65950,VAR_朱诺_SHARED_1019E,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x101AC,65964,VAR_布丽吉塔_SHARED_101AC,Unknown,UNCLASSIFIED,low,[sync] 布丽吉塔:  multi_hero_shared
0x101AD,65965,VAR_布丽吉塔_SHARED_101AD,Unknown,UNCLASSIFIED,low,[sync] 布丽吉塔:  multi_hero_shared
0x101AE,65966,VAR_卢西奥_SHARED_101AE,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101B2,65970,VAR_音障_101B2,Value,ABILITY_STATE,low,[sync] 卢西奥/音障 @ 技能 3 per_ability
0x101B3,65971,VAR_尖刺护体_101B3,Value,ABILITY_STATE,low,[sync_writable] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x101B5,65973,VAR_尖刺护体_101B5,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x101CA,65994,VAR_ENGINE_101CA_FLAG,Status,LIFECYCLE,low,"[sync_flag] 5 heroes, 5 loadouts engine_global|status_flag"
0x101CD,65997,VAR_卢西奥_SHARED_101CD,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101CE,65998,VAR_卢西奥_SHARED_101CE,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101D0,66000,VAR_卢西奥_SHARED_101D0,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101D1,66001,VAR_卢西奥_SHARED_101D1,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101ED,66029,VAR_卢西奥_SHARED_101ED,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101F0,66032,VAR_卢西奥_SHARED_101F0,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x101F4,66036,VAR_虚空屏障（智械形态）_101F4,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x101FD,66045,VAR_战术翻滚_101FD,Value,ABILITY_STATE,low,[sync] 卡西迪/战术翻滚 @ 技能 1 per_ability
0x101FE,66046,VAR_卡西迪_SHARED_101FE,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x1020C,66060,VAR_闪_1020C,Value,ABILITY_STATE,low,[sync_writable] 源氏/闪 @ 技能 2 per_ability
0x1020F,66063,VAR_闪_1020F,Value,ABILITY_STATE,low,[sync_writable] 源氏/闪 @ 技能 2 per_ability
0x10211,66065,VAR_卡西迪_SHARED_10211,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x10214,66068,VAR_卡西迪_SHARED_10214,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x10225,66085,VAR_黏性炸弹_10225,Value,ABILITY_STATE,low,[sync] 回声/黏性炸弹 @ 辅助攻击模式 per_ability
0x10226,66086,VAR_回声_SHARED_10226,Unknown,UNCLASSIFIED,low,[sync] 回声:  multi_hero_shared
0x10227,66087,VAR_黏性炸弹_10227,Value,ABILITY_STATE,low,[sync] 回声/黏性炸弹 @ 辅助攻击模式 per_ability
0x1022A,66090,VAR_巴蒂斯特_SHARED_1022A,Unknown,UNCLASSIFIED,low,[sync] 巴蒂斯特:  multi_hero_shared
0x10243,66115,VAR_哨戒炮_10243,Value,ABILITY_STATE,low,[sync] 秩序之光/哨戒炮 @ 技能 1 per_ability
0x10244,66116,VAR_音障_10244,Value,ABILITY_STATE,low,[sync] 卢西奥/音障 @ 技能 3 per_ability
0x10248,66120,VAR_传送面板_10248,Value,ABILITY_STATE,low,[sync] 秩序之光/传送面板 @ 技能 2 per_ability
0x1024B,66123,VAR_卢西奥_SHARED_1024B,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x1024D,66125,VAR_卢西奥_SHARED_1024D,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x1024E,66126,VAR_卢西奥_SHARED_1024E,Unknown,UNCLASSIFIED,low,[sync] 卢西奥:  multi_hero_shared
0x10262,66146,VAR_锯齿利刃（格雷西）_10262,Value,ABILITY_STATE,low,[sync] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x1027D,66173,VAR_渣客女王_SHARED_1027D,Unknown,UNCLASSIFIED,low,[sync] 渣客女王:  multi_hero_shared
0x1028E,66190,VAR_路霸_SHARED_1028E,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x10290,66192,VAR_血斩_10290,Value,ABILITY_STATE,low,[sync] 渣客女王/血斩 @ 技能 2 per_ability
0x10291,66193,VAR_轰翻天_10291,Value,ABILITY_STATE,low,[sync] 渣客女王/轰翻天 @ 技能 3 per_ability
0x102A8,66216,VAR_屏障力场_FLAG_102A8,Status,ABILITY_STATE,low,[sync_flag] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability|status_flag
0x102B6,66230,VAR_朱诺_SHARED_102B6,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x102C2,66242,VAR_轨道射线_102C2,Value,ABILITY_STATE,low,[sync] 朱诺/轨道射线 @ 技能 3 per_ability
0x102C3,66243,VAR_朱诺_SHARED_102C3,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x102C4,66244,VAR_士兵：76_SHARED_102C4,Unknown,UNCLASSIFIED,low,[sync] 士兵：76:  multi_hero_shared
0x102C9,66249,VAR_卢西奥_SHARED_102C9,Status,LIFECYCLE,low,[sync_flag] 卢西奥:  multi_hero_shared|status_flag
0x102CF,66255,VAR_血斩_102CF,Value,ABILITY_STATE,low,[sync] 渣客女王/血斩 @ 技能 2 per_ability
0x102E7,66279,VAR_能量标枪_102E7,Value,ABILITY_STATE,low,[sync] 奥丽莎/能量标枪 @ 辅助攻击模式 per_ability
0x102F4,66292,VAR_无漾_SHARED_102F4,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x102F5,66293,VAR_无漾_SHARED_102F5,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x102F6,66294,VAR_无漾_SHARED_102F6,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x102F7,66295,VAR_无漾_SHARED_102F7,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x102F8,66296,VAR_翻江浪_102F8,Value,ABILITY_STATE,low,[sync] 无漾/翻江浪 @ 技能 2 per_ability
0x102F9,66297,VAR_翻江浪_102F9,Value,ABILITY_STATE,low,[sync] 无漾/翻江浪 @ 技能 2 per_ability
0x102FA,66298,VAR_无漾_SHARED_102FA,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x102FB,66299,VAR_翻江浪_102FB,Value,ABILITY_STATE,low,[sync] 无漾/翻江浪 @ 技能 2 per_ability
0x102FC,66300,VAR_翻江浪_102FC,Value,ABILITY_STATE,low,[sync] 无漾/翻江浪 @ 技能 2 per_ability
0x102FD,66301,VAR_滑翔推进_102FD,Value,ABILITY_STATE,low,[sync] 朱诺/滑翔推进 @ 技能 1 per_ability
0x102FE,66302,VAR_朱诺_SHARED_102FE,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x10300,66304,VAR_查莉娅_SHARED_10300,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10303,66307,VAR_滑翔推进_10303,Value,ABILITY_STATE,low,[sync] 朱诺/滑翔推进 @ 技能 1 per_ability
0x10304,66308,VAR_滑翔推进_10304,Value,ABILITY_STATE,low,[sync] 朱诺/滑翔推进 @ 技能 1 per_ability
0x10305,66309,VAR_朱诺_SHARED_10305,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x10315,66325,VAR_狂鼠_SHARED_10315,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x1031D,66333,VAR_天使_SHARED_1031D,Unknown,UNCLASSIFIED,low,[sync] 天使:  multi_hero_shared
0x1031E,66334,VAR_天使_SHARED_1031E,Unknown,UNCLASSIFIED,low,[sync] 天使:  multi_hero_shared
0x10321,66337,VAR_锯齿利刃（格雷西）_10321,Value,ABILITY_STATE,low,[sync] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x10322,66338,VAR_锯齿利刃（格雷西）_10322,Value,ABILITY_STATE,low,[sync] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x1032C,66348,VAR_查莉娅_SHARED_1032C,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1032E,66350,VAR_卡西迪_SHARED_1032E,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x10339,66361,VAR_莫伊拉_SHARED_10339,Unknown,UNCLASSIFIED,low,[sync] 莫伊拉:  multi_hero_shared
0x1033C,66364,VAR_查莉娅_SHARED_1033C,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1033D,66365,VAR_查莉娅_SHARED_1033D,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x1033F,66367,VAR_粒子屏障_1033F,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x10340,66368,VAR_查莉娅_SHARED_10340,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10341,66369,VAR_查莉娅_SHARED_10341,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x10343,66371,VAR_标枪旋击_10343,Value,ABILITY_STATE,low,[sync] 奥丽莎/标枪旋击 @ 技能 2 per_ability
0x10344,66372,VAR_奥丽莎_SHARED_10344,Unknown,UNCLASSIFIED,low,[sync] 奥丽莎:  multi_hero_shared
0x10345,66373,VAR_奥丽莎_SHARED_10345,Unknown,UNCLASSIFIED,low,[sync] 奥丽莎:  multi_hero_shared
0x103B0,66480,VAR_艾什_SHARED_103B0,Unknown,UNCLASSIFIED,low,[sync] 艾什:  multi_hero_shared
0x103B8,66488,VAR_呼吸器_103B8,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x103C3,66499,VAR_熠闪舞_103C3,Value,ABILITY_STATE,low,[sync] 安燃/熠闪舞 @ 技能 2 per_ability
0x103CF,66511,VAR_能量标枪_103CF,Value,ABILITY_STATE,low,[sync] 奥丽莎/能量标枪 @ 辅助攻击模式 per_ability
0x10405,66565,VAR_美_SHARED_10405,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10406,66566,VAR_美_SHARED_10406,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10407,66567,VAR_美_SHARED_10407,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10408,66568,VAR_美_SHARED_10408,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10409,66569,VAR_美_SHARED_10409,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x1040B,66571,VAR_美_SHARED_1040B,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10425,66597,VAR_ENGINE_10425,Value,UNCLASSIFIED,low,"[sync] 16 heroes, 18 loadouts engine_global"
0x104A4,66724,VAR_快速治疗_104A4,Value,ABILITY_STATE,low,[sync_writable] 天使/快速治疗 @ 装填弹药 per_ability
0x104B8,66744,VAR_急冻_104B8,Value,ABILITY_STATE,low,[sync] 美/急冻 @ 技能 1 per_ability
0x104B9,66745,VAR_美_SHARED_104B9,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104C1,66753,VAR_美_SHARED_104C1,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104C2,66754,VAR_美_SHARED_104C2,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104C4,66756,VAR_养神泉_104C4,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x104D0,66768,VAR_卢西奥_SHARED_104D0,Status,LIFECYCLE,low,[sync_flag] 卢西奥:  multi_hero_shared|status_flag
0x104D5,66773,VAR_美_SHARED_104D5,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104D8,66776,VAR_冰墙_104D8,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x104D9,66777,VAR_美_SHARED_104D9,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104DA,66778,VAR_美_SHARED_104DA,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104DB,66779,VAR_美_SHARED_104DB,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104DC,66780,VAR_美_SHARED_104DC,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104E5,66789,VAR_美_SHARED_104E5,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104E6,66790,VAR_美_SHARED_104E6,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x104E7,66791,VAR_美_SHARED_104E7,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10536,66870,VAR_冰墙_10536,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x10537,66871,VAR_冰墙_10537,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x10539,66873,VAR_冰墙_10539,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1053A,66874,VAR_冰墙_1053A,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1053B,66875,VAR_冰墙_1053B,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1055B,66907,VAR_脉冲星飞雷_1055B,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x1055F,66911,VAR_脉冲星飞雷_1055F,Value,ABILITY_STATE,low,[sync] 朱诺/脉冲星飞雷 @ 辅助攻击模式 per_ability
0x10569,66921,VAR_超能环域_10569,Value,ABILITY_STATE,low,[sync] 朱诺/超能环域 @ 技能 2 per_ability
0x1059C,66972,VAR_弗蕾娅_SHARED_1059C,Unknown,UNCLASSIFIED,low,[sync] 弗蕾娅:  multi_hero_shared
0x1059D,66973,VAR_弗蕾娅_SHARED_1059D,Unknown,UNCLASSIFIED,low,[sync] 弗蕾娅:  multi_hero_shared
0x105B8,67000,VAR_ENGINE_105B8_FLAG,Status,LIFECYCLE,low,"[sync_flag] 16 heroes, 0 loadouts engine_global|status_flag"
0x105B9,67001,VAR_流星索_105B9,Value,ABILITY_STATE,low,[sync] 弗蕾娅/流星索 @ 技能 3 per_ability
0x105CA,67018,VAR_流星索_105CA,Value,ABILITY_STATE,low,[sync_writable] 弗蕾娅/流星索 @ 技能 3 per_ability
0x105EB,67051,VAR_美_SHARED_105EB,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x105EC,67052,VAR_美_SHARED_105EC,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x1062A,67114,VAR_UNKNOWN_1062A,Status,LIFECYCLE,low,"[sync_flag] heroes: 天使, 埃姆雷 multi_hero_shared|status_flag"
0x106B8,67256,VAR_ENGINE_106B8,Value,UNCLASSIFIED,low,"[sync] 6 heroes, 6 loadouts engine_global"
0x106D2,67282,VAR_翻江浪_106D2,Value,ABILITY_STATE,low,[sync] 无漾/翻江浪 @ 技能 2 per_ability
0x106D3,67283,VAR_锯齿利刃（格雷西）_106D3,Value,ABILITY_STATE,low,[sync_writable] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x106F3,67315,VAR_ENGINE_106F3,Value,UNCLASSIFIED,low,"[sync] 16 heroes, 0 loadouts engine_global"
0x106F4,67316,VAR_黑影_SHARED_106F4,Unknown,UNCLASSIFIED,low,[sync] 黑影:  multi_hero_shared
0x106F6,67318,VAR_ENGINE_106F6,Value,UNCLASSIFIED,low,"[sync] 16 heroes, 0 loadouts engine_global"
0x106F9,67321,VAR_无漾_SHARED_106F9,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x106FE,67326,VAR_破坏球_SHARED_106FE,Unknown,UNCLASSIFIED,low,[sync] 破坏球:  multi_hero_shared
0x10710,67344,VAR_猎空_SHARED_10710,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x10714,67348,VAR_脉冲炸弹_10714,Value,ABILITY_STATE,low,[sync] 猎空/脉冲炸弹 @ 技能 3 per_ability
0x10748,67400,VAR_虹吸冲击枪_10748,Value,ABILITY_STATE,low,[sync] 埃姆雷/虹吸冲击枪 @ 技能 1 per_ability
0x10756,67414,VAR_美_SHARED_10756,Unknown,UNCLASSIFIED,low,[sync] 美:  multi_hero_shared
0x10757,67415,VAR_急冻_10757,Value,ABILITY_STATE,low,[sync] 美/急冻 @ 技能 1 per_ability
0x10758,67416,VAR_冰墙_10758,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1077D,67453,ABILITY_E_SECONDARY,Status,ABILITY_STATE,manual,"[sync] 9 heroes, 9 loadouts engine_global; [csv-override]"
0x1078F,67471,VAR_朱魂返_1078F,Value,ABILITY_STATE,low,[sync] 安燃/朱魂返 @ 技能 3 per_ability
0x107AA,67498,VAR_尖刺墙_107AA,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺墙 @ 技能 2 per_ability
0x107B3,67507,VAR_养神泉_107B3,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x107E5,67557,VAR_屏障力场_107E5,Value,ABILITY_STATE,low,[sync_writable] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x107EC,67564,VAR_粒子屏障_107EC,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x107ED,67565,VAR_查莉娅_SHARED_107ED,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x107F2,67570,VAR_ENGINE_107F2,Value,UNCLASSIFIED,low,"[sync] heroes: 猎空, 托比昂, 布丽吉塔, 瑞稀 engine_global"
0x10803,67587,VAR_赛博手雷_10803,Value,ABILITY_STATE,low,[sync_writable] 埃姆雷/赛博手雷 @ 技能 2 per_ability
0x10843,67651,VAR_覆盖协议_10843,Value,ABILITY_STATE,low,[sync_writable] 埃姆雷/覆盖协议 @ 技能 3 per_ability
0x10845,67653,VAR_惊涛破_10845,Value,ABILITY_STATE,low,[sync] 无漾/惊涛破 @ 技能 3 per_ability
0x10853,67667,VAR_ENGINE_10853,Value,UNCLASSIFIED,low,"[sync] 10 heroes, 0 loadouts engine_global"
